Program,Year,County,Commodity,Value
SURVEY,2011,LEE,CORN,900
SURVEY,2011,LEE,SOYBEANS,"5,050"
SURVEY,2011,LEE,TOBACCO,"1,500"
SURVEY,2011,LEE,WHEAT,"1,480"
SURVEY,2011,OTHER (COMBINED) COUNTIES,COTTON,"5,800"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,130
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,550
SURVEY,2011,RANDOLPH,CORN,"8,200"
SURVEY,2011,RANDOLPH,CORN,"6,500"
SURVEY,2011,RANDOLPH,SOYBEANS,"8,350"
SURVEY,2011,RANDOLPH,TOBACCO,810
SURVEY,2011,RANDOLPH,WHEAT,"2,090"
SURVEY,2011,ROWAN,CORN,"9,900"
SURVEY,2011,ROWAN,CORN,"9,300"
SURVEY,2011,ROWAN,SOYBEANS,"16,900"
SURVEY,2011,ROWAN,WHEAT,"6,250"
SURVEY,2011,WAKE,CORN,"1,200"
SURVEY,2011,WAKE,CORN,"1,000"
SURVEY,2011,WAKE,SOYBEANS,"14,500"
SURVEY,2011,WAKE,TOBACCO,"3,140"
SURVEY,2011,WAKE,WHEAT,"3,150"
SURVEY,2011,BERTIE,CORN,"10,700"
SURVEY,2011,BERTIE,CORN,"10,500"
SURVEY,2011,BERTIE,COTTON,"39,100"
SURVEY,2011,BERTIE,PEANUTS,"6,700"
SURVEY,2011,BERTIE,SOYBEANS,"20,700"
SURVEY,2011,BERTIE,TOBACCO,"3,900"
SURVEY,2011,BERTIE,WHEAT,"4,700"
SURVEY,2011,CAMDEN,CORN,"17,800"
SURVEY,2011,CAMDEN,CORN,"17,800"
SURVEY,2011,CAMDEN,SOYBEANS,"29,800"
SURVEY,2011,CAMDEN,WHEAT,"9,700"
SURVEY,2011,CHOWAN,CORN,"3,400"
SURVEY,2011,CHOWAN,CORN,"3,400"
SURVEY,2011,CHOWAN,COTTON,"16,300"
SURVEY,2011,CHOWAN,PEANUTS,"3,200"
SURVEY,2011,CHOWAN,SOYBEANS,"11,700"
SURVEY,2011,CHOWAN,WHEAT,"5,800"
SURVEY,2011,CURRITUCK,CORN,"13,000"
SURVEY,2011,CURRITUCK,CORN,"13,000"
SURVEY,2011,CURRITUCK,SOYBEANS,"20,000"
SURVEY,2011,CURRITUCK,WHEAT,"9,600"
SURVEY,2011,EDGECOMBE,CORN,"7,500"
SURVEY,2011,EDGECOMBE,CORN,"7,500"
SURVEY,2011,EDGECOMBE,COTTON,"50,300"
SURVEY,2011,EDGECOMBE,PEANUTS,"5,500"
SURVEY,2011,EDGECOMBE,SOYBEANS,"26,200"
SURVEY,2011,EDGECOMBE,TOBACCO,"7,360"
SURVEY,2011,EDGECOMBE,WHEAT,"8,500"
SURVEY,2011,GATES,CORN,"5,300"
SURVEY,2011,GATES,CORN,"5,100"
SURVEY,2011,GATES,COTTON,"14,400"
SURVEY,2011,GATES,PEANUTS,"2,600"
SURVEY,2011,GATES,SOYBEANS,"17,800"
SURVEY,2011,GATES,WHEAT,"9,900"
SURVEY,2011,HALIFAX,CORN,"4,500"
SURVEY,2011,HALIFAX,CORN,"4,200"
SURVEY,2011,HALIFAX,COTTON,"72,800"
SURVEY,2011,HALIFAX,PEANUTS,"5,500"
SURVEY,2011,HALIFAX,SOYBEANS,"12,900"
SURVEY,2011,HALIFAX,TOBACCO,"2,280"
SURVEY,2011,HALIFAX,WHEAT,"3,900"
SURVEY,2011,HERTFORD,CORN,"6,800"
SURVEY,2011,HERTFORD,CORN,"6,300"
SURVEY,2011,HERTFORD,COTTON,"21,700"
SURVEY,2011,HERTFORD,PEANUTS,"3,600"
SURVEY,2011,HERTFORD,SOYBEANS,"10,600"
SURVEY,2011,MARTIN,CORN,"3,100"
SURVEY,2011,MARTIN,CORN,"3,000"
SURVEY,2011,MARTIN,COTTON,"46,900"
SURVEY,2011,MARTIN,PEANUTS,"8,200"
SURVEY,2011,MARTIN,TOBACCO,"5,070"
SURVEY,2011,MARTIN,WHEAT,"2,400"
SURVEY,2011,NASH,COTTON,"16,800"
SURVEY,2011,NASH,SOYBEANS,"25,300"
SURVEY,2011,NASH,TOBACCO,"9,050"
SURVEY,2011,NASH,WHEAT,"5,200"
SURVEY,2011,NORTHAMPTON,CORN,"4,100"
SURVEY,2011,NORTHAMPTON,CORN,"4,100"
SURVEY,2011,NORTHAMPTON,COTTON,"55,400"
SURVEY,2011,NORTHAMPTON,PEANUTS,"3,000"
SURVEY,2011,NORTHAMPTON,SOYBEANS,"24,200"
SURVEY,2011,NORTHAMPTON,WHEAT,"5,800"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"3,400"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"3,200"
SURVEY,2011,OTHER (COMBINED) COUNTIES,COTTON,"6,700"
SURVEY,2011,OTHER (COMBINED) COUNTIES,PEANUTS,"3,400"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,"10,900"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SWEET POTATOES,"16,400"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,"2,540"
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,"2,600"
SURVEY,2011,PASQUOTANK,CORN,"21,000"
SURVEY,2011,PASQUOTANK,CORN,"20,900"
SURVEY,2011,PASQUOTANK,SOYBEANS,"46,600"
SURVEY,2011,PASQUOTANK,WHEAT,"16,800"
SURVEY,2011,PERQUIMANS,CORN,"13,500"
SURVEY,2011,PERQUIMANS,CORN,"13,500"
SURVEY,2011,PERQUIMANS,COTTON,"19,000"
SURVEY,2011,PERQUIMANS,PEANUTS,600
SURVEY,2011,PERQUIMANS,SOYBEANS,"36,000"
SURVEY,2011,PERQUIMANS,WHEAT,"18,200"
SURVEY,2011,TYRRELL,CORN,"28,600"
SURVEY,2011,TYRRELL,CORN,"28,600"
SURVEY,2011,TYRRELL,SOYBEANS,"30,800"
SURVEY,2011,TYRRELL,WHEAT,"16,200"
SURVEY,2011,WASHINGTON,CORN,"29,800"
SURVEY,2011,WASHINGTON,CORN,"29,200"
SURVEY,2011,WASHINGTON,COTTON,"16,600"
SURVEY,2011,WASHINGTON,SOYBEANS,"32,500"
SURVEY,2011,WASHINGTON,WHEAT,"17,700"
SURVEY,2011,CALDWELL,CORN,"1,100"
SURVEY,2011,CALDWELL,CORN,"1,000"
SURVEY,2011,CALDWELL,SOYBEANS,"1,000"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"7,900"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"2,200"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,680
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,510
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,"3,630"
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,"3,200"
SURVEY,2011,SURRY,CORN,"9,600"
SURVEY,2011,SURRY,CORN,"9,200"
SURVEY,2011,SURRY,SOYBEANS,"9,420"
SURVEY,2011,SURRY,TOBACCO,"3,280"
SURVEY,2011,YADKIN,CORN,"12,400"
SURVEY,2011,YADKIN,CORN,"9,900"
SURVEY,2011,YADKIN,SOYBEANS,"17,400"
SURVEY,2011,YADKIN,WHEAT,"5,200"
SURVEY,2011,ALAMANCE,CORN,"3,600"
SURVEY,2011,ALAMANCE,CORN,"2,800"
SURVEY,2011,ALAMANCE,SOYBEANS,"4,100"
SURVEY,2011,ALAMANCE,TOBACCO,"1,300"
SURVEY,2011,ALAMANCE,WHEAT,"1,560"
SURVEY,2011,CASWELL,CORN,"1,200"
SURVEY,2011,CASWELL,CORN,800
SURVEY,2011,CASWELL,SOYBEANS,"1,900"
SURVEY,2011,CASWELL,TOBACCO,110
SURVEY,2011,CASWELL,TOBACCO,"2,460"
SURVEY,2011,CASWELL,WHEAT,"1,740"
SURVEY,2011,DURHAM,WHEAT,620
SURVEY,2011,FORSYTH,SOYBEANS,"3,300"
SURVEY,2011,FORSYTH,TOBACCO,680
SURVEY,2011,FRANKLIN,CORN,"1,600"
SURVEY,2011,FRANKLIN,CORN,"1,300"
SURVEY,2011,FRANKLIN,SOYBEANS,"18,500"
SURVEY,2011,FRANKLIN,TOBACCO,"3,510"
SURVEY,2011,FRANKLIN,WHEAT,"7,060"
SURVEY,2011,GRANVILLE,CORN,"3,300"
SURVEY,2011,GRANVILLE,CORN,"2,100"
SURVEY,2011,GRANVILLE,SOYBEANS,"2,600"
SURVEY,2011,GRANVILLE,TOBACCO,"3,160"
SURVEY,2011,GRANVILLE,WHEAT,"2,430"
SURVEY,2011,GUILFORD,CORN,"5,300"
SURVEY,2011,GUILFORD,CORN,"2,200"
SURVEY,2011,GUILFORD,SOYBEANS,"9,100"
SURVEY,2011,GUILFORD,TOBACCO,"1,950"
SURVEY,2011,GUILFORD,WHEAT,"4,960"
SURVEY,2011,ORANGE,CORN,"3,100"
SURVEY,2011,ORANGE,CORN,"2,200"
SURVEY,2011,ORANGE,SOYBEANS,"2,700"
SURVEY,2011,ORANGE,WHEAT,"2,250"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"3,100"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"2,800"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,"2,350"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,240
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,820
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,"1,280"
SURVEY,2011,PERSON,CORN,"3,500"
SURVEY,2011,PERSON,CORN,"2,200"
SURVEY,2011,PERSON,SOYBEANS,"12,700"
SURVEY,2011,PERSON,TOBACCO,150
SURVEY,2011,PERSON,TOBACCO,"3,780"
SURVEY,2011,PERSON,WHEAT,"7,790"
SURVEY,2011,ROCKINGHAM,CORN,"3,700"
SURVEY,2011,ROCKINGHAM,CORN,"2,200"
SURVEY,2011,ROCKINGHAM,SOYBEANS,"4,050"
SURVEY,2011,ROCKINGHAM,TOBACCO,220
SURVEY,2011,ROCKINGHAM,TOBACCO,"3,570"
SURVEY,2011,ROCKINGHAM,WHEAT,"3,790"
SURVEY,2011,STOKES,CORN,"1,800"
SURVEY,2011,STOKES,CORN,"1,300"
SURVEY,2011,STOKES,TOBACCO,110
SURVEY,2011,STOKES,TOBACCO,"1,620"
SURVEY,2011,VANCE,SOYBEANS,"6,800"
SURVEY,2011,VANCE,TOBACCO,"2,200"
SURVEY,2011,VANCE,WHEAT,"1,900"
SURVEY,2011,WARREN,CORN,500
SURVEY,2011,WARREN,CORN,300
SURVEY,2011,WARREN,SOYBEANS,"6,600"
SURVEY,2011,WARREN,TOBACCO,"1,350"
SURVEY,2011,WARREN,WHEAT,"1,820"
SURVEY,2011,BLADEN,CORN,"26,400"
SURVEY,2011,BLADEN,CORN,"25,800"
SURVEY,2011,BLADEN,PEANUTS,"5,500"
SURVEY,2011,BLADEN,SOYBEANS,"16,200"
SURVEY,2011,BLADEN,TURKEYS,"885,000"
SURVEY,2011,BRUNSWICK,CORN,"9,300"
SURVEY,2011,BRUNSWICK,CORN,"8,800"
SURVEY,2011,BRUNSWICK,COTTON,800
SURVEY,2011,COLUMBUS,CORN,"43,500"
SURVEY,2011,COLUMBUS,CORN,"42,500"
SURVEY,2011,COLUMBUS,COTTON,"5,800"
SURVEY,2011,COLUMBUS,PEANUTS,"5,300"
SURVEY,2011,COLUMBUS,SOYBEANS,"46,100"
SURVEY,2011,COLUMBUS,TOBACCO,"3,650"
SURVEY,2011,COLUMBUS,TURKEYS,"70,000"
SURVEY,2011,COLUMBUS,WHEAT,"15,200"
SURVEY,2011,CUMBERLAND,CORN,"11,200"
SURVEY,2011,CUMBERLAND,CORN,"10,500"
SURVEY,2011,CUMBERLAND,COTTON,"9,800"
SURVEY,2011,CUMBERLAND,SOYBEANS,"14,500"
SURVEY,2011,CUMBERLAND,TOBACCO,"2,800"
SURVEY,2011,CUMBERLAND,TURKEYS,"610,000"
SURVEY,2011,CUMBERLAND,WHEAT,"6,700"
SURVEY,2011,DUPLIN,CORN,"47,300"
SURVEY,2011,DUPLIN,CORN,"46,700"
SURVEY,2011,DUPLIN,COTTON,"16,200"
SURVEY,2011,DUPLIN,PEANUTS,"4,200"
SURVEY,2011,DUPLIN,SOYBEANS,"41,500"
SURVEY,2011,DUPLIN,SWEET POTATOES,"2,250"
SURVEY,2011,DUPLIN,TOBACCO,"4,200"
SURVEY,2011,DUPLIN,TURKEYS,"8,000,000"
SURVEY,2011,DUPLIN,WHEAT,"20,400"
SURVEY,2011,HARNETT,COTTON,"15,900"
SURVEY,2011,HARNETT,SOYBEANS,"23,600"
SURVEY,2011,HARNETT,SWEET POTATOES,"1,400"
SURVEY,2011,HARNETT,TOBACCO,"7,260"
SURVEY,2011,HARNETT,WHEAT,"4,900"
SURVEY,2011,HOKE,CORN,"5,700"
SURVEY,2011,HOKE,CORN,"5,700"
SURVEY,2011,HOKE,COTTON,"13,400"
SURVEY,2011,HOKE,SOYBEANS,"8,800"
SURVEY,2011,HOKE,TURKEYS,"145,000"
SURVEY,2011,HOKE,WHEAT,"4,500"
SURVEY,2011,ONSLOW,CORN,"9,300"
SURVEY,2011,ONSLOW,CORN,"9,000"
SURVEY,2011,ONSLOW,COTTON,"9,000"
SURVEY,2011,ONSLOW,SOYBEANS,"12,000"
SURVEY,2011,ONSLOW,TURKEYS,"1,450,000"
SURVEY,2011,ONSLOW,WHEAT,"5,850"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"21,200"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"20,800"
SURVEY,2011,OTHER (COMBINED) COUNTIES,COTTON,"22,100"
SURVEY,2011,OTHER (COMBINED) COUNTIES,PEANUTS,"1,600"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,"21,500"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SWEET POTATOES,"3,650"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,"1,850"
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,"8,850"
SURVEY,2011,PENDER,TURKEYS,"450,000"
SURVEY,2011,PENDER,WHEAT,"6,000"
SURVEY,2011,ROBESON,CORN,"65,300"
SURVEY,2011,ROBESON,CORN,"64,900"
SURVEY,2011,ROBESON,COTTON,"21,600"
SURVEY,2011,ROBESON,PEANUTS,"3,100"
SURVEY,2011,ROBESON,SOYBEANS,"82,500"
SURVEY,2011,ROBESON,SWEET POTATOES,950
SURVEY,2011,ROBESON,TOBACCO,"2,240"
SURVEY,2011,ROBESON,TURKEYS,"365,000"
SURVEY,2011,ROBESON,WHEAT,"51,000"
SURVEY,2011,SAMPSON,CORN,"33,900"
SURVEY,2011,SAMPSON,CORN,"33,000"
SURVEY,2011,SAMPSON,COTTON,"35,500"
SURVEY,2011,SAMPSON,PEANUTS,"3,700"
SURVEY,2011,SAMPSON,SOYBEANS,"47,100"
SURVEY,2011,SAMPSON,SWEET POTATOES,"9,750"
SURVEY,2011,SAMPSON,TOBACCO,"11,500"
SURVEY,2011,SAMPSON,TURKEYS,"8,700,000"
SURVEY,2011,SAMPSON,WHEAT,"24,400"
SURVEY,2011,SCOTLAND,CORN,"5,400"
SURVEY,2011,SCOTLAND,CORN,"5,300"
SURVEY,2011,SCOTLAND,SOYBEANS,"10,200"
SURVEY,2011,SCOTLAND,WHEAT,"5,200"
SURVEY,2011,ANSON,CORN,"8,200"
SURVEY,2011,ANSON,CORN,"8,100"
SURVEY,2011,ANSON,COTTON,"3,600"
SURVEY,2011,ANSON,SOYBEANS,"11,500"
SURVEY,2011,ANSON,TURKEYS,"900,000"
SURVEY,2011,CABARRUS,CORN,"4,300"
SURVEY,2011,CABARRUS,CORN,"3,900"
SURVEY,2011,CABARRUS,SOYBEANS,"6,100"
SURVEY,2011,CABARRUS,WHEAT,"2,630"
SURVEY,2011,CLEVELAND,CORN,"3,200"
SURVEY,2011,CLEVELAND,CORN,"2,200"
SURVEY,2011,CLEVELAND,COTTON,"1,800"
SURVEY,2011,CLEVELAND,SOYBEANS,"11,400"
SURVEY,2011,CLEVELAND,WHEAT,"6,100"
SURVEY,2011,GASTON,SOYBEANS,"3,300"
SURVEY,2011,GASTON,WHEAT,"1,150"
SURVEY,2011,LINCOLN,CORN,"2,600"
SURVEY,2011,LINCOLN,CORN,"1,500"
SURVEY,2011,LINCOLN,SOYBEANS,"6,600"
SURVEY,2011,LINCOLN,WHEAT,"3,950"
SURVEY,2011,MECKLENBURG,SOYBEANS,"1,400"
SURVEY,2011,MONTGOMERY,CORN,"1,100"
SURVEY,2011,MONTGOMERY,CORN,"1,000"
SURVEY,2011,MONTGOMERY,WHEAT,300
SURVEY,2011,MOORE,CORN,"1,500"
SURVEY,2011,MOORE,CORN,"1,200"
SURVEY,2011,MOORE,SOYBEANS,"4,650"
SURVEY,2011,MOORE,WHEAT,"1,770"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"4,200"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"3,000"
SURVEY,2011,OTHER (COMBINED) COUNTIES,COTTON,"3,900"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,"5,550"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,"1,650"
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,"7,500"
SURVEY,2011,RICHMOND,WHEAT,"2,100"
SURVEY,2011,STANLY,CORN,"11,200"
SURVEY,2011,STANLY,CORN,"11,000"
SURVEY,2011,STANLY,COTTON,"13,100"
SURVEY,2011,STANLY,SOYBEANS,"16,500"
SURVEY,2011,STANLY,TURKEYS,"440,000"
SURVEY,2011,STANLY,WHEAT,"10,300"
SURVEY,2011,UNION,CORN,"31,000"
SURVEY,2011,UNION,CORN,"30,900"
SURVEY,2011,UNION,COTTON,"2,400"
SURVEY,2011,UNION,SOYBEANS,"53,100"
SURVEY,2011,UNION,TURKEYS,"2,900,000"
SURVEY,2011,UNION,WHEAT,"44,700"
SURVEY,2011,BUNCOMBE,CORN,800
SURVEY,2011,BUNCOMBE,CORN,100
SURVEY,2011,BURKE,CORN,"1,000"
SURVEY,2011,BURKE,CORN,720
SURVEY,2011,BURKE,SOYBEANS,450
SURVEY,2011,CHEROKEE,CORN,"1,000"
SURVEY,2011,CHEROKEE,CORN,820
SURVEY,2011,HAYWOOD,CORN,"1,500"
SURVEY,2011,HAYWOOD,CORN,280
SURVEY,2011,HENDERSON,CORN,"4,000"
SURVEY,2011,HENDERSON,CORN,"3,200"
SURVEY,2011,MADISON,TOBACCO,150
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"4,300"
SURVEY,2011,OTHER (COMBINED) COUNTIES,CORN,"2,580"
SURVEY,2011,OTHER (COMBINED) COUNTIES,SOYBEANS,"3,750"
SURVEY,2011,OTHER (COMBINED) COUNTIES,TOBACCO,220
SURVEY,2011,OTHER (COMBINED) COUNTIES,WHEAT,620
SURVEY,2011,RUTHERFORD,WHEAT,680
SURVEY,2010,OTHER COUNTIES,CATTLE,"93,400"
SURVEY,2010,OTHER COUNTIES,CATTLE,"3,300"
SURVEY,2010,BEAUFORT,CATTLE,700
SURVEY,2010,CARTERET,CATTLE,100
SURVEY,2010,CRAVEN,CATTLE,500
SURVEY,2010,GREENE,CATTLE,500
SURVEY,2010,HYDE,CATTLE,300
SURVEY,2010,JOHNSTON,CATTLE,"6,100"
SURVEY,2010,JONES,CATTLE,"1,200"
SURVEY,2010,LENOIR,CATTLE,"2,100"
SURVEY,2010,PITT,CATTLE,"2,200"
SURVEY,2010,WAYNE,CATTLE, (D)
SURVEY,2010,WAYNE,CATTLE, (D)
SURVEY,2010,WILSON,CATTLE,900
SURVEY,2010,ALEXANDER,CATTLE,"7,300"
SURVEY,2010,ALEXANDER,CATTLE,"1,600"
SURVEY,2010,CATAWBA,CATTLE,"5,800"
SURVEY,2010,CATAWBA,CATTLE,600
SURVEY,2010,CHATHAM,CATTLE,"14,500"
SURVEY,2010,CHATHAM,CATTLE,"1,100"
SURVEY,2010,DAVIDSON,CATTLE,"5,300"
SURVEY,2010,DAVIDSON,CATTLE,"1,000"
SURVEY,2010,DAVIE,CATTLE,"6,700"
SURVEY,2010,DAVIE,CATTLE,500
SURVEY,2010,IREDELL,CATTLE,"12,400"
SURVEY,2010,IREDELL,CATTLE,"11,500"
SURVEY,2010,LEE,CATTLE, (D)
SURVEY,2010,RANDOLPH,CATTLE,"14,900"
SURVEY,2010,RANDOLPH,CATTLE,"4,200"
SURVEY,2010,ROWAN,CATTLE,"6,800"
SURVEY,2010,ROWAN,CATTLE,"1,700"
SURVEY,2010,WAKE,CATTLE, (D)
SURVEY,2010,WAKE,CATTLE, (D)
SURVEY,2010,BERTIE,CATTLE,500
SURVEY,2010,CAMDEN,CATTLE,100
SURVEY,2010,CHOWAN,CATTLE,600
SURVEY,2010,CURRITUCK,CATTLE, (D)
SURVEY,2010,EDGECOMBE,CATTLE,"1,300"
SURVEY,2010,GATES,CATTLE,400
SURVEY,2010,HALIFAX,CATTLE, (D)
SURVEY,2010,HALIFAX,CATTLE, (D)
SURVEY,2010,HERTFORD,CATTLE,200
SURVEY,2010,MARTIN,CATTLE,800
SURVEY,2010,NASH,CATTLE, (D)
SURVEY,2010,NASH,CATTLE, (D)
SURVEY,2010,NORTHAMPTON,CATTLE, (D)
SURVEY,2010,PASQUOTANK,CATTLE,200
SURVEY,2010,PERQUIMANS,CATTLE,700
SURVEY,2010,TYRRELL,CATTLE,100
SURVEY,2010,WASHINGTON,CATTLE,600
SURVEY,2010,ALLEGHANY,CATTLE,"5,800"
SURVEY,2010,ALLEGHANY,CATTLE,"2,000"
SURVEY,2010,ASHE,CATTLE,"6,000"
SURVEY,2010,ASHE,CATTLE,100
SURVEY,2010,AVERY,CATTLE, (D)
SURVEY,2010,CALDWELL,CATTLE,"2,400"
SURVEY,2010,CALDWELL,CATTLE, (D)
SURVEY,2010,SURRY,CATTLE, (D)
SURVEY,2010,SURRY,CATTLE, (D)
SURVEY,2010,WATAUGA,CATTLE, (D)
SURVEY,2010,WATAUGA,CATTLE, (D)
SURVEY,2010,WILKES,CATTLE,"14,300"
SURVEY,2010,WILKES,CATTLE,"1,000"
SURVEY,2010,YADKIN,CATTLE,"10,000"
SURVEY,2010,YADKIN,CATTLE,"2,200"
SURVEY,2010,ALAMANCE,CATTLE,"6,700"
SURVEY,2010,ALAMANCE,CATTLE,"1,500"
SURVEY,2010,CASWELL,CATTLE, (D)
SURVEY,2010,CASWELL,CATTLE, (D)
SURVEY,2010,DURHAM,CATTLE, (D)
SURVEY,2010,DURHAM,CATTLE, (D)
SURVEY,2010,FORSYTH,CATTLE,"2,100"
SURVEY,2010,FORSYTH,CATTLE,100
SURVEY,2010,FRANKLIN,CATTLE, (D)
SURVEY,2010,GRANVILLE,CATTLE,"4,200"
SURVEY,2010,GRANVILLE,CATTLE,300
SURVEY,2010,GUILFORD,CATTLE,"5,000"
SURVEY,2010,GUILFORD,CATTLE,"1,300"
SURVEY,2010,ORANGE,CATTLE,"4,300"
SURVEY,2010,ORANGE,CATTLE,800
SURVEY,2010,PERSON,CATTLE, (D)
SURVEY,2010,PERSON,CATTLE, (D)
SURVEY,2010,ROCKINGHAM,CATTLE,"4,900"
SURVEY,2010,ROCKINGHAM,CATTLE,500
SURVEY,2010,STOKES,CATTLE,"4,900"
SURVEY,2010,STOKES,CATTLE,100
SURVEY,2010,VANCE,CATTLE,900
SURVEY,2010,WARREN,CATTLE, (D)
SURVEY,2010,WARREN,CATTLE, (D)
SURVEY,2010,BLADEN,CATTLE,"3,600"
SURVEY,2010,BRUNSWICK,CATTLE,"1,400"
SURVEY,2010,COLUMBUS,CATTLE,"4,300"
SURVEY,2010,CUMBERLAND,CATTLE,"2,000"
SURVEY,2010,DUPLIN,CATTLE,"15,100"
SURVEY,2010,DUPLIN,CATTLE, (D)
SURVEY,2010,HARNETT,CATTLE,"3,800"
SURVEY,2010,HOKE,CATTLE,600
SURVEY,2010,ONSLOW,CATTLE, (D)
SURVEY,2010,PENDER,CATTLE, (D)
SURVEY,2010,ROBESON,CATTLE, (D)
SURVEY,2010,SAMPSON,CATTLE, (D)
SURVEY,2010,SAMPSON,CATTLE, (D)
SURVEY,2010,SCOTLAND,CATTLE,700
SURVEY,2010,ANSON,CATTLE,"4,600"
SURVEY,2010,CABARRUS,CATTLE,"6,700"
SURVEY,2010,CABARRUS,CATTLE,400
SURVEY,2010,CLEVELAND,CATTLE,"9,000"
SURVEY,2010,CLEVELAND,CATTLE,600
SURVEY,2010,GASTON,CATTLE,"3,100"
SURVEY,2010,GASTON,CATTLE,800
SURVEY,2010,LINCOLN,CATTLE,"3,900"
SURVEY,2010,LINCOLN,CATTLE,"1,100"
SURVEY,2010,MECKLENBURG,CATTLE,"1,300"
SURVEY,2010,MECKLENBURG,CATTLE,200
SURVEY,2010,MONTGOMERY,CATTLE,"3,700"
SURVEY,2010,MOORE,CATTLE,"4,300"
SURVEY,2010,MOORE,CATTLE, (D)
SURVEY,2010,RICHMOND,CATTLE,"1,700"
SURVEY,2010,STANLY,CATTLE,"8,700"
SURVEY,2010,STANLY,CATTLE,700
SURVEY,2010,UNION,CATTLE, (D)
SURVEY,2010,UNION,CATTLE, (D)
SURVEY,2010,BUNCOMBE,CATTLE,"6,500"
SURVEY,2010,BUNCOMBE,CATTLE,"1,000"
SURVEY,2010,BURKE,CATTLE,"2,100"
SURVEY,2010,CHEROKEE,CATTLE, (D)
SURVEY,2010,CHEROKEE,CATTLE, (D)
SURVEY,2010,CLAY,CATTLE,"1,400"
SURVEY,2010,GRAHAM,CATTLE,600
SURVEY,2010,GRAHAM,CATTLE, (D)
SURVEY,2010,HAYWOOD,CATTLE,"6,300"
SURVEY,2010,HAYWOOD,CATTLE,"1,200"
SURVEY,2010,HENDERSON,CATTLE,"1,500"
SURVEY,2010,HENDERSON,CATTLE,"1,500"
SURVEY,2010,JACKSON,CATTLE, (D)
SURVEY,2010,JACKSON,CATTLE, (D)
SURVEY,2010,MACON,CATTLE,"2,100"
SURVEY,2010,MADISON,CATTLE,"4,900"
SURVEY,2010,MADISON,CATTLE, (D)
SURVEY,2010,MCDOWELL,CATTLE, (D)
SURVEY,2010,MCDOWELL,CATTLE, (D)
SURVEY,2010,MITCHELL,CATTLE,"1,100"
SURVEY,2010,POLK,CATTLE, (D)
SURVEY,2010,POLK,CATTLE, (D)
SURVEY,2010,RUTHERFORD,CATTLE, (D)
SURVEY,2010,RUTHERFORD,CATTLE, (D)
SURVEY,2010,SWAIN,CATTLE,300
SURVEY,2010,TRANSYLVANIA,CATTLE, (D)
SURVEY,2010,YANCEY,CATTLE,"3,000"
SURVEY,2010,YANCEY,CATTLE,100
SURVEY,2010,OTHER COUNTIES,TURKEYS,"438,000"
SURVEY,2010,BEAUFORT,CORN,"46,000"
SURVEY,2010,BEAUFORT,CORN,"45,300"
SURVEY,2010,BEAUFORT,COTTON,"15,500"
SURVEY,2010,BEAUFORT,SOYBEANS,"61,300"
SURVEY,2010,BEAUFORT,TOBACCO,"2,030"
SURVEY,2010,BEAUFORT,WHEAT,"10,900"
SURVEY,2010,CARTERET,CORN,"18,000"
SURVEY,2010,CARTERET,CORN,"17,700"
SURVEY,2010,CARTERET,SOYBEANS,"19,100"
SURVEY,2010,CARTERET,WHEAT,800
SURVEY,2010,CRAVEN,CORN,"18,400"
SURVEY,2010,CRAVEN,CORN,"18,300"
SURVEY,2010,CRAVEN,COTTON,"6,400"
SURVEY,2010,CRAVEN,SOYBEANS,"24,100"
