Program,Year,County,Commodity,Value(acres)
CENSUS,2012,ANSON,AG LAND,319
CENSUS,2012,ANSON,AG LAND,"2,609"
CENSUS,2012,ANSON,AG LAND,"19,414"
CENSUS,2012,ANSON,AG LAND,"2,012"
CENSUS,2012,ANSON,AG LAND, (D)
CENSUS,2012,ANSON,AG LAND, (D)
CENSUS,2012,CABARRUS,AG LAND,"2,385"
CENSUS,2012,CABARRUS,AG LAND,"8,897"
CENSUS,2012,CABARRUS,AG LAND,"16,609"
CENSUS,2012,CABARRUS,AG LAND,"2,499"
CENSUS,2012,CABARRUS,AG LAND,"1,788"
CENSUS,2012,CABARRUS,AG LAND,597
CENSUS,2012,CLEVELAND,AG LAND,"1,360"
CENSUS,2012,CLEVELAND,AG LAND,"7,511"
CENSUS,2012,CLEVELAND,AG LAND,"29,188"
CENSUS,2012,CLEVELAND,AG LAND,"4,153"
CENSUS,2012,CLEVELAND,AG LAND, (D)
CENSUS,2012,CLEVELAND,AG LAND, (D)
CENSUS,2012,GASTON,AG LAND,379
CENSUS,2012,GASTON,AG LAND,"4,138"
CENSUS,2012,GASTON,AG LAND,"7,831"
CENSUS,2012,GASTON,AG LAND,333
CENSUS,2012,GASTON,AG LAND, (D)
CENSUS,2012,GASTON,AG LAND, (D)
CENSUS,2012,LINCOLN,AG LAND,700
CENSUS,2012,LINCOLN,AG LAND,"5,307"
CENSUS,2012,LINCOLN,AG LAND,"16,347"
CENSUS,2012,LINCOLN,AG LAND,"1,495"
CENSUS,2012,LINCOLN,AG LAND,413
CENSUS,2012,LINCOLN,AG LAND,287
CENSUS,2012,MECKLENBURG,AG LAND,378
CENSUS,2012,MECKLENBURG,AG LAND,"1,929"
CENSUS,2012,MECKLENBURG,AG LAND,"2,842"
CENSUS,2012,MECKLENBURG,AG LAND,561
CENSUS,2012,MECKLENBURG,AG LAND,378
CENSUS,2012,MONTGOMERY,AG LAND,276
CENSUS,2012,MONTGOMERY,AG LAND,"3,066"
CENSUS,2012,MONTGOMERY,AG LAND,"5,462"
CENSUS,2012,MONTGOMERY,AG LAND,69
CENSUS,2012,MONTGOMERY,AG LAND, (D)
CENSUS,2012,MONTGOMERY,AG LAND, (D)
CENSUS,2012,MOORE,AG LAND,618
CENSUS,2012,MOORE,AG LAND,"4,739"
CENSUS,2012,MOORE,AG LAND,"10,075"
CENSUS,2012,MOORE,AG LAND,347
CENSUS,2012,MOORE,AG LAND,500
CENSUS,2012,MOORE,AG LAND,87
CENSUS,2012,MOORE,AG LAND,31
CENSUS,2012,RICHMOND,AG LAND,272
CENSUS,2012,RICHMOND,AG LAND,"2,878"
CENSUS,2012,RICHMOND,AG LAND,"11,847"
CENSUS,2012,RICHMOND,AG LAND,"1,118"
CENSUS,2012,RICHMOND,AG LAND,272
CENSUS,2012,STANLY,AG LAND,592
CENSUS,2012,STANLY,AG LAND,"11,253"
CENSUS,2012,STANLY,AG LAND,"37,837"
CENSUS,2012,STANLY,AG LAND,968
CENSUS,2012,STANLY,AG LAND,356
CENSUS,2012,STANLY,AG LAND, (D)
CENSUS,2012,STANLY,AG LAND, (D)
CENSUS,2012,UNION,AG LAND,"1,076"
CENSUS,2012,UNION,AG LAND,"8,734"
CENSUS,2012,UNION,AG LAND,"130,167"
CENSUS,2012,UNION,AG LAND,"5,031"
CENSUS,2012,UNION,AG LAND,554
CENSUS,2012,UNION,AG LAND, (D)
CENSUS,2012,UNION,AG LAND, (D)
CENSUS,2012,BUNCOMBE,AG LAND,"1,212"
CENSUS,2012,BUNCOMBE,AG LAND,"5,024"
CENSUS,2012,BUNCOMBE,AG LAND,"9,026"
CENSUS,2012,BUNCOMBE,AG LAND,"1,197"
CENSUS,2012,BUNCOMBE,AG LAND,777
CENSUS,2012,BUNCOMBE,AG LAND,386
CENSUS,2012,BUNCOMBE,AG LAND,49
CENSUS,2012,BURKE,AG LAND,785
CENSUS,2012,BURKE,AG LAND,"3,304"
CENSUS,2012,BURKE,AG LAND,"6,974"
CENSUS,2012,BURKE,AG LAND,"1,321"
CENSUS,2012,BURKE,AG LAND,382
CENSUS,2012,BURKE,AG LAND, (D)
CENSUS,2012,BURKE,AG LAND, (D)
CENSUS,2012,CHEROKEE,AG LAND,147
CENSUS,2012,CHEROKEE,AG LAND,"1,239"
CENSUS,2012,CHEROKEE,AG LAND,"5,545"
CENSUS,2012,CHEROKEE,AG LAND,129
CENSUS,2012,CHEROKEE,AG LAND,47
CENSUS,2012,CHEROKEE,AG LAND,100
CENSUS,2012,CLAY,AG LAND,128
CENSUS,2012,CLAY,AG LAND,"1,041"
CENSUS,2012,CLAY,AG LAND,"2,803"
CENSUS,2012,CLAY,AG LAND,178
CENSUS,2012,CLAY,AG LAND,128
CENSUS,2012,GRAHAM,AG LAND, (D)
CENSUS,2012,GRAHAM,AG LAND, (D)
CENSUS,2012,GRAHAM,AG LAND, (D)
CENSUS,2012,GRAHAM,AG LAND,80
CENSUS,2012,GRAHAM,AG LAND, (D)
CENSUS,2012,HAYWOOD,AG LAND,335
CENSUS,2012,HAYWOOD,AG LAND,"2,711"
CENSUS,2012,HAYWOOD,AG LAND,"5,965"
CENSUS,2012,HAYWOOD,AG LAND,300
CENSUS,2012,HAYWOOD,AG LAND, (D)
CENSUS,2012,HAYWOOD,AG LAND,176
CENSUS,2012,HAYWOOD,AG LAND, (D)
CENSUS,2012,HENDERSON,AG LAND,169
CENSUS,2012,HENDERSON,AG LAND,"3,661"
CENSUS,2012,HENDERSON,AG LAND,"12,316"
CENSUS,2012,HENDERSON,AG LAND,388
CENSUS,2012,HENDERSON,AG LAND,120
CENSUS,2012,HENDERSON,AG LAND,49
CENSUS,2012,JACKSON,AG LAND,101
CENSUS,2012,JACKSON,AG LAND,"1,631"
CENSUS,2012,JACKSON,AG LAND,"1,969"
CENSUS,2012,JACKSON,AG LAND,"1,213"
CENSUS,2012,JACKSON,AG LAND, (D)
CENSUS,2012,JACKSON,AG LAND, (D)
CENSUS,2012,MACON,AG LAND,130
CENSUS,2012,MACON,AG LAND,"1,696"
CENSUS,2012,MACON,AG LAND,"2,719"
CENSUS,2012,MACON,AG LAND,86
CENSUS,2012,MACON,AG LAND,130
CENSUS,2012,MADISON,AG LAND,481
CENSUS,2012,MADISON,AG LAND,"3,071"
CENSUS,2012,MADISON,AG LAND,"2,899"
CENSUS,2012,MADISON,AG LAND,621
CENSUS,2012,MADISON,AG LAND,341
CENSUS,2012,MADISON,AG LAND,140
CENSUS,2012,MCDOWELL,AG LAND,377
CENSUS,2012,MCDOWELL,AG LAND,"1,723"
CENSUS,2012,MCDOWELL,AG LAND,"2,791"
CENSUS,2012,MCDOWELL,AG LAND,314
CENSUS,2012,MCDOWELL,AG LAND,85
CENSUS,2012,MCDOWELL,AG LAND,292
CENSUS,2012,MITCHELL,AG LAND,145
CENSUS,2012,MITCHELL,AG LAND,"1,229"
CENSUS,2012,MITCHELL,AG LAND,"1,875"
CENSUS,2012,MITCHELL,AG LAND,123
CENSUS,2012,MITCHELL,AG LAND, (D)
CENSUS,2012,MITCHELL,AG LAND, (D)
CENSUS,2012,MITCHELL,AG LAND, (D)
CENSUS,2012,POLK,AG LAND,807
CENSUS,2012,POLK,AG LAND,"2,881"
CENSUS,2012,POLK,AG LAND,"2,945"
CENSUS,2012,POLK,AG LAND,3
CENSUS,2012,POLK,AG LAND,460
CENSUS,2012,POLK,AG LAND, (D)
CENSUS,2012,POLK,AG LAND, (D)
CENSUS,2012,RUTHERFORD,AG LAND,"1,483"
CENSUS,2012,RUTHERFORD,AG LAND,"4,304"
CENSUS,2012,RUTHERFORD,AG LAND,"6,559"
CENSUS,2012,RUTHERFORD,AG LAND,"1,180"
CENSUS,2012,RUTHERFORD,AG LAND,808
CENSUS,2012,RUTHERFORD,AG LAND,645
CENSUS,2012,RUTHERFORD,AG LAND,30
CENSUS,2012,SWAIN,AG LAND,31
CENSUS,2012,SWAIN,AG LAND,197
CENSUS,2012,SWAIN,AG LAND, (D)
CENSUS,2012,SWAIN,AG LAND,62
CENSUS,2012,SWAIN,AG LAND,31
CENSUS,2012,TRANSYLVANIA,AG LAND,145
CENSUS,2012,TRANSYLVANIA,AG LAND,"2,047"
CENSUS,2012,TRANSYLVANIA,AG LAND,"2,439"
CENSUS,2012,TRANSYLVANIA,AG LAND,338
CENSUS,2012,TRANSYLVANIA,AG LAND,23
CENSUS,2012,TRANSYLVANIA,AG LAND, (D)
CENSUS,2012,TRANSYLVANIA,AG LAND, (D)
CENSUS,2012,YANCEY,AG LAND,155
CENSUS,2012,YANCEY,AG LAND,"1,838"
CENSUS,2012,YANCEY,AG LAND,"2,645"
CENSUS,2012,YANCEY,AG LAND,167
CENSUS,2012,YANCEY,AG LAND,96
CENSUS,2012,YANCEY,AG LAND, (D)
CENSUS,2012,YANCEY,AG LAND, (D)
CENSUS,2007,BEAUFORT,AG LAND,"2,778"
CENSUS,2007,BEAUFORT,AG LAND,"20,604"
CENSUS,2007,BEAUFORT,AG LAND,"94,435"
CENSUS,2007,BEAUFORT,AG LAND,"15,201"
CENSUS,2007,BEAUFORT,AG LAND,143
CENSUS,2007,BEAUFORT,AG LAND, (D)
CENSUS,2007,BEAUFORT,AG LAND, (D)
CENSUS,2007,CARTERET,AG LAND,54
CENSUS,2007,CARTERET,AG LAND, (D)
CENSUS,2007,CARTERET,AG LAND, (D)
CENSUS,2007,CARTERET,AG LAND,"2,324"
CENSUS,2007,CARTERET,AG LAND,54
CENSUS,2007,CRAVEN,AG LAND,351
CENSUS,2007,CRAVEN,AG LAND,"4,824"
CENSUS,2007,CRAVEN,AG LAND,"31,942"
CENSUS,2007,CRAVEN,AG LAND,"9,549"
CENSUS,2007,CRAVEN,AG LAND,124
CENSUS,2007,CRAVEN,AG LAND,227
CENSUS,2007,GREENE,AG LAND,367
CENSUS,2007,GREENE,AG LAND,"5,157"
CENSUS,2007,GREENE,AG LAND,"42,124"
CENSUS,2007,GREENE,AG LAND,"17,479"
CENSUS,2007,GREENE,AG LAND, (D)
CENSUS,2007,GREENE,AG LAND, (D)
CENSUS,2007,HYDE,AG LAND,138
CENSUS,2007,HYDE,AG LAND,"6,475"
CENSUS,2007,HYDE,AG LAND,"48,288"
CENSUS,2007,HYDE,AG LAND,"4,253"
CENSUS,2007,HYDE,AG LAND, (D)
CENSUS,2007,HYDE,AG LAND, (D)
CENSUS,2007,JOHNSTON,AG LAND,"2,069"
CENSUS,2007,JOHNSTON,AG LAND,"16,219"
CENSUS,2007,JOHNSTON,AG LAND,"80,456"
CENSUS,2007,JOHNSTON,AG LAND,"14,097"
CENSUS,2007,JOHNSTON,AG LAND,"1,021"
CENSUS,2007,JOHNSTON,AG LAND, (D)
CENSUS,2007,JOHNSTON,AG LAND, (D)
CENSUS,2007,JONES,AG LAND, (D)
CENSUS,2007,JONES,AG LAND,"10,910"
CENSUS,2007,JONES,AG LAND,"31,778"
CENSUS,2007,JONES,AG LAND,"3,621"
CENSUS,2007,JONES,AG LAND, (D)
CENSUS,2007,JONES,AG LAND, (D)
CENSUS,2007,LENOIR,AG LAND,"2,949"
CENSUS,2007,LENOIR,AG LAND,"8,798"
CENSUS,2007,LENOIR,AG LAND,"87,340"
CENSUS,2007,LENOIR,AG LAND,"8,435"
CENSUS,2007,LENOIR,AG LAND,707
CENSUS,2007,LENOIR,AG LAND,"2,242"
CENSUS,2007,PAMLICO,AG LAND, (D)
CENSUS,2007,PAMLICO,AG LAND, (D)
CENSUS,2007,PAMLICO,AG LAND,"37,050"
CENSUS,2007,PAMLICO,AG LAND, (D)
CENSUS,2007,PAMLICO,AG LAND, (D)
CENSUS,2007,PITT,AG LAND,"4,491"
CENSUS,2007,PITT,AG LAND,"8,187"
CENSUS,2007,PITT,AG LAND,"90,819"
CENSUS,2007,PITT,AG LAND,"26,096"
CENSUS,2007,PITT,AG LAND,72
CENSUS,2007,PITT,AG LAND, (D)
CENSUS,2007,PITT,AG LAND, (D)
CENSUS,2007,WAYNE,AG LAND,"4,381"
CENSUS,2007,WAYNE,AG LAND,"14,627"
CENSUS,2007,WAYNE,AG LAND,"97,114"
CENSUS,2007,WAYNE,AG LAND,"14,417"
CENSUS,2007,WAYNE,AG LAND, (D)
CENSUS,2007,WAYNE,AG LAND,"3,343"
CENSUS,2007,WAYNE,AG LAND, (D)
CENSUS,2007,WILSON,AG LAND,127
CENSUS,2007,WILSON,AG LAND,"3,538"
CENSUS,2007,WILSON,AG LAND,"61,862"
CENSUS,2007,WILSON,AG LAND,"12,380"
CENSUS,2007,WILSON,AG LAND, (D)
CENSUS,2007,WILSON,AG LAND, (D)
CENSUS,2007,ALEXANDER,AG LAND,875
CENSUS,2007,ALEXANDER,AG LAND,"4,803"
CENSUS,2007,ALEXANDER,AG LAND,"11,282"
CENSUS,2007,ALEXANDER,AG LAND,359
CENSUS,2007,ALEXANDER,AG LAND,370
CENSUS,2007,ALEXANDER,AG LAND,434
CENSUS,2007,ALEXANDER,AG LAND,71
CENSUS,2007,CATAWBA,AG LAND,552
CENSUS,2007,CATAWBA,AG LAND,"5,475"
CENSUS,2007,CATAWBA,AG LAND,"22,416"
CENSUS,2007,CATAWBA,AG LAND,907
CENSUS,2007,CATAWBA,AG LAND,315
CENSUS,2007,CATAWBA,AG LAND, (D)
CENSUS,2007,CATAWBA,AG LAND, (D)
CENSUS,2007,CHATHAM,AG LAND,"2,325"
CENSUS,2007,CHATHAM,AG LAND,"7,438"
CENSUS,2007,CHATHAM,AG LAND,"14,141"
CENSUS,2007,CHATHAM,AG LAND,756
CENSUS,2007,CHATHAM,AG LAND,"1,553"
CENSUS,2007,CHATHAM,AG LAND, (D)
CENSUS,2007,CHATHAM,AG LAND, (D)
CENSUS,2007,DAVIDSON,AG LAND,"1,192"
CENSUS,2007,DAVIDSON,AG LAND,"7,904"
CENSUS,2007,DAVIDSON,AG LAND,"24,714"
CENSUS,2007,DAVIDSON,AG LAND,"2,236"
CENSUS,2007,DAVIDSON,AG LAND,656
CENSUS,2007,DAVIDSON,AG LAND, (D)
CENSUS,2007,DAVIDSON,AG LAND, (D)
CENSUS,2007,DAVIE,AG LAND,"1,088"
CENSUS,2007,DAVIE,AG LAND,"7,690"
CENSUS,2007,DAVIE,AG LAND,"15,989"
CENSUS,2007,DAVIE,AG LAND,"1,002"
CENSUS,2007,DAVIE,AG LAND,931
CENSUS,2007,DAVIE,AG LAND,157
CENSUS,2007,IREDELL,AG LAND,"1,691"
CENSUS,2007,IREDELL,AG LAND,"18,247"
CENSUS,2007,IREDELL,AG LAND,"38,957"
CENSUS,2007,IREDELL,AG LAND,848
CENSUS,2007,IREDELL,AG LAND, (D)
CENSUS,2007,IREDELL,AG LAND,953
CENSUS,2007,IREDELL,AG LAND, (D)
CENSUS,2007,LEE,AG LAND,188
CENSUS,2007,LEE,AG LAND,"1,622"
CENSUS,2007,LEE,AG LAND,"12,222"
CENSUS,2007,LEE,AG LAND,700
CENSUS,2007,LEE,AG LAND,74
CENSUS,2007,LEE,AG LAND,114
CENSUS,2007,RANDOLPH,AG LAND,"1,691"
CENSUS,2007,RANDOLPH,AG LAND,"11,712"
CENSUS,2007,RANDOLPH,AG LAND,"30,564"
CENSUS,2007,RANDOLPH,AG LAND,"1,184"
CENSUS,2007,RANDOLPH,AG LAND,"1,066"
CENSUS,2007,RANDOLPH,AG LAND, (D)
CENSUS,2007,RANDOLPH,AG LAND, (D)
CENSUS,2007,ROWAN,AG LAND,"2,582"
CENSUS,2007,ROWAN,AG LAND,"9,870"
CENSUS,2007,ROWAN,AG LAND,"40,295"
CENSUS,2007,ROWAN,AG LAND,"5,395"
CENSUS,2007,ROWAN,AG LAND,571
CENSUS,2007,ROWAN,AG LAND,"2,011"
CENSUS,2007,WAKE,AG LAND,996
CENSUS,2007,WAKE,AG LAND,"5,728"
CENSUS,2007,WAKE,AG LAND,"25,768"
CENSUS,2007,WAKE,AG LAND,"4,114"
CENSUS,2007,WAKE,AG LAND,375
CENSUS,2007,WAKE,AG LAND,621
CENSUS,2007,BERTIE,AG LAND,"6,013"
CENSUS,2007,BERTIE,AG LAND,"7,945"
CENSUS,2007,BERTIE,AG LAND,"68,096"
CENSUS,2007,BERTIE,AG LAND,"14,152"
CENSUS,2007,BERTIE,AG LAND, (D)
CENSUS,2007,BERTIE,AG LAND,"5,503"
CENSUS,2007,BERTIE,AG LAND, (D)
CENSUS,2007,CAMDEN,AG LAND, (D)
CENSUS,2007,CAMDEN,AG LAND,604
CENSUS,2007,CAMDEN,AG LAND,"36,083"
CENSUS,2007,CAMDEN,AG LAND,"10,786"
CENSUS,2007,CAMDEN,AG LAND, (D)
CENSUS,2007,CHOWAN,AG LAND,"1,343"
CENSUS,2007,CHOWAN,AG LAND,"12,831"
CENSUS,2007,CHOWAN,AG LAND,"26,753"
CENSUS,2007,CHOWAN,AG LAND,"11,997"
CENSUS,2007,CHOWAN,AG LAND,9
CENSUS,2007,CHOWAN,AG LAND, (D)
CENSUS,2007,CHOWAN,AG LAND, (D)
CENSUS,2007,CURRITUCK,AG LAND, (D)
CENSUS,2007,CURRITUCK,AG LAND,"3,952"
CENSUS,2007,CURRITUCK,AG LAND,"14,672"
CENSUS,2007,CURRITUCK,AG LAND,"4,726"
CENSUS,2007,CURRITUCK,AG LAND, (D)
CENSUS,2007,CURRITUCK,AG LAND, (D)
CENSUS,2007,DARE,AG LAND, (D)
CENSUS,2007,DARE,AG LAND, (D)
CENSUS,2007,DARE,AG LAND, (D)
CENSUS,2007,DARE,AG LAND, (D)
CENSUS,2007,DARE,AG LAND, (D)
CENSUS,2007,EDGECOMBE,AG LAND,"2,692"
CENSUS,2007,EDGECOMBE,AG LAND,"13,620"
CENSUS,2007,EDGECOMBE,AG LAND,"72,657"
CENSUS,2007,EDGECOMBE,AG LAND,"8,711"
CENSUS,2007,EDGECOMBE,AG LAND,47
CENSUS,2007,EDGECOMBE,AG LAND, (D)
CENSUS,2007,EDGECOMBE,AG LAND, (D)
CENSUS,2007,GATES,AG LAND, (D)
CENSUS,2007,GATES,AG LAND, (D)
CENSUS,2007,GATES,AG LAND,"46,111"
CENSUS,2007,GATES,AG LAND, (D)
CENSUS,2007,GATES,AG LAND, (D)
CENSUS,2007,HALIFAX,AG LAND,"3,392"
CENSUS,2007,HALIFAX,AG LAND,"13,536"
CENSUS,2007,HALIFAX,AG LAND,"75,518"
CENSUS,2007,HALIFAX,AG LAND,"20,752"
CENSUS,2007,HALIFAX,AG LAND,42
CENSUS,2007,HALIFAX,AG LAND, (D)
CENSUS,2007,HALIFAX,AG LAND, (D)
CENSUS,2007,HERTFORD,AG LAND, (D)
CENSUS,2007,HERTFORD,AG LAND,"4,002"
CENSUS,2007,HERTFORD,AG LAND,"37,275"
CENSUS,2007,HERTFORD,AG LAND,"8,450"
CENSUS,2007,HERTFORD,AG LAND, (D)
CENSUS,2007,MARTIN,AG LAND,442
CENSUS,2007,MARTIN,AG LAND,"5,467"
CENSUS,2007,MARTIN,AG LAND,"53,173"
CENSUS,2007,MARTIN,AG LAND,"10,631"
CENSUS,2007,MARTIN,AG LAND, (D)
CENSUS,2007,MARTIN,AG LAND, (D)
CENSUS,2007,NASH,AG LAND,"1,264"
CENSUS,2007,NASH,AG LAND,"9,947"
CENSUS,2007,NASH,AG LAND,"55,088"
CENSUS,2007,NASH,AG LAND,"14,668"
CENSUS,2007,NASH,AG LAND,151
CENSUS,2007,NASH,AG LAND,"1,113"
CENSUS,2007,NORTHAMPTON,AG LAND, (D)
CENSUS,2007,NORTHAMPTON,AG LAND,"9,770"
CENSUS,2007,NORTHAMPTON,AG LAND,"86,585"
CENSUS,2007,NORTHAMPTON,AG LAND,"4,599"
CENSUS,2007,NORTHAMPTON,AG LAND,116
CENSUS,2007,NORTHAMPTON,AG LAND, (D)
CENSUS,2007,PASQUOTANK,AG LAND,106
CENSUS,2007,PASQUOTANK,AG LAND,"1,987"
CENSUS,2007,PASQUOTANK,AG LAND,"68,403"
CENSUS,2007,PASQUOTANK,AG LAND,"8,544"
CENSUS,2007,PASQUOTANK,AG LAND, (D)
CENSUS,2007,PASQUOTANK,AG LAND, (D)
CENSUS,2007,PERQUIMANS,AG LAND,59
CENSUS,2007,PERQUIMANS,AG LAND,"1,752"
CENSUS,2007,PERQUIMANS,AG LAND,"57,002"
CENSUS,2007,PERQUIMANS,AG LAND,"4,091"
CENSUS,2007,PERQUIMANS,AG LAND, (D)
CENSUS,2007,PERQUIMANS,AG LAND, (D)
CENSUS,2007,TYRRELL,AG LAND, (D)
CENSUS,2007,TYRRELL,AG LAND, (D)
CENSUS,2007,TYRRELL,AG LAND,"33,770"
CENSUS,2007,TYRRELL,AG LAND, (D)
CENSUS,2007,TYRRELL,AG LAND, (D)
CENSUS,2007,WASHINGTON,AG LAND,"6,686"
CENSUS,2007,WASHINGTON,AG LAND,"5,556"
CENSUS,2007,WASHINGTON,AG LAND,"67,867"
CENSUS,2007,WASHINGTON,AG LAND,"6,705"
CENSUS,2007,WASHINGTON,AG LAND,46
CENSUS,2007,WASHINGTON,AG LAND, (D)
CENSUS,2007,WASHINGTON,AG LAND, (D)
CENSUS,2007,ALLEGHANY,AG LAND,"2,886"
CENSUS,2007,ALLEGHANY,AG LAND,"4,581"
CENSUS,2007,ALLEGHANY,AG LAND,"17,296"
CENSUS,2007,ALLEGHANY,AG LAND,749
CENSUS,2007,ALLEGHANY,AG LAND, (D)
CENSUS,2007,ALLEGHANY,AG LAND,"2,130"
CENSUS,2007,ALLEGHANY,AG LAND, (D)
CENSUS,2007,ASHE,AG LAND,620
CENSUS,2007,ASHE,AG LAND,"6,392"
CENSUS,2007,ASHE,AG LAND,"17,662"
CENSUS,2007,ASHE,AG LAND,"1,426"
CENSUS,2007,ASHE,AG LAND,454
CENSUS,2007,ASHE,AG LAND,166
CENSUS,2007,AVERY,AG LAND,551
CENSUS,2007,AVERY,AG LAND,"3,308"
CENSUS,2007,AVERY,AG LAND,"6,430"
CENSUS,2007,AVERY,AG LAND,659
CENSUS,2007,AVERY,AG LAND, (D)
CENSUS,2007,AVERY,AG LAND,343
CENSUS,2007,AVERY,AG LAND, (D)
CENSUS,2007,CALDWELL,AG LAND,327
CENSUS,2007,CALDWELL,AG LAND,"3,160"
CENSUS,2007,CALDWELL,AG LAND,"5,048"
CENSUS,2007,CALDWELL,AG LAND,269
CENSUS,2007,CALDWELL,AG LAND, (D)
CENSUS,2007,CALDWELL,AG LAND, (D)
CENSUS,2007,SURRY,AG LAND,"1,530"
CENSUS,2007,SURRY,AG LAND,"11,852"
CENSUS,2007,SURRY,AG LAND,"26,723"
CENSUS,2007,SURRY,AG LAND,"1,137"
CENSUS,2007,SURRY,AG LAND,"1,171"
CENSUS,2007,SURRY,AG LAND,339
CENSUS,2007,SURRY,AG LAND,20
CENSUS,2007,WATAUGA,AG LAND,352
CENSUS,2007,WATAUGA,AG LAND, (D)
CENSUS,2007,WATAUGA,AG LAND, (D)
CENSUS,2007,WATAUGA,AG LAND,580
CENSUS,2007,WATAUGA,AG LAND,287
CENSUS,2007,WATAUGA,AG LAND,65
CENSUS,2007,WILKES,AG LAND,"1,138"
CENSUS,2007,WILKES,AG LAND,"6,567"
CENSUS,2007,WILKES,AG LAND,"19,529"
CENSUS,2007,WILKES,AG LAND,503
CENSUS,2007,WILKES,AG LAND,756
CENSUS,2007,WILKES,AG LAND, (D)
CENSUS,2007,WILKES,AG LAND, (D)
CENSUS,2007,YADKIN,AG LAND,914
CENSUS,2007,YADKIN,AG LAND,"8,608"
CENSUS,2007,YADKIN,AG LAND,"38,057"
CENSUS,2007,YADKIN,AG LAND,"1,070"
CENSUS,2007,YADKIN,AG LAND,668
CENSUS,2007,YADKIN,AG LAND, (D)
CENSUS,2007,YADKIN,AG LAND, (D)
CENSUS,2007,ALAMANCE,AG LAND,"1,182"
CENSUS,2007,ALAMANCE,AG LAND,"6,114"
CENSUS,2007,ALAMANCE,AG LAND,"19,586"
CENSUS,2007,ALAMANCE,AG LAND,"1,070"
CENSUS,2007,ALAMANCE,AG LAND, (D)
CENSUS,2007,ALAMANCE,AG LAND, (D)
CENSUS,2007,CASWELL,AG LAND,793
CENSUS,2007,CASWELL,AG LAND,"5,565"
CENSUS,2007,CASWELL,AG LAND,"12,832"
CENSUS,2007,CASWELL,AG LAND,279
CENSUS,2007,CASWELL,AG LAND,548
CENSUS,2007,CASWELL,AG LAND,245
CENSUS,2007,DURHAM,AG LAND,269
CENSUS,2007,DURHAM,AG LAND,"1,933"
CENSUS,2007,DURHAM,AG LAND,"2,697"
CENSUS,2007,DURHAM,AG LAND,84
CENSUS,2007,DURHAM,AG LAND,241
CENSUS,2007,DURHAM,AG LAND, (D)
CENSUS,2007,DURHAM,AG LAND, (D)
CENSUS,2007,FORSYTH,AG LAND,805
CENSUS,2007,FORSYTH,AG LAND,"7,372"
CENSUS,2007,FORSYTH,AG LAND,"10,650"
CENSUS,2007,FORSYTH,AG LAND,381
CENSUS,2007,FORSYTH,AG LAND,549
CENSUS,2007,FORSYTH,AG LAND,158
CENSUS,2007,FORSYTH,AG LAND,98
CENSUS,2007,FRANKLIN,AG LAND,907
CENSUS,2007,FRANKLIN,AG LAND,"4,052"
CENSUS,2007,FRANKLIN,AG LAND,"29,540"
CENSUS,2007,FRANKLIN,AG LAND,"1,119"
CENSUS,2007,FRANKLIN,AG LAND, (D)
CENSUS,2007,FRANKLIN,AG LAND, (D)
CENSUS,2007,GRANVILLE,AG LAND,389
CENSUS,2007,GRANVILLE,AG LAND,"5,134"
CENSUS,2007,GRANVILLE,AG LAND,"12,910"
CENSUS,2007,GRANVILLE,AG LAND,796
CENSUS,2007,GRANVILLE,AG LAND,279
CENSUS,2007,GRANVILLE,AG LAND, (D)
CENSUS,2007,GRANVILLE,AG LAND, (D)
CENSUS,2007,GUILFORD,AG LAND,"1,339"
CENSUS,2007,GUILFORD,AG LAND,"9,218"
CENSUS,2007,GUILFORD,AG LAND,"24,513"
CENSUS,2007,GUILFORD,AG LAND,"1,255"
CENSUS,2007,GUILFORD,AG LAND,778
CENSUS,2007,GUILFORD,AG LAND,561
CENSUS,2007,ORANGE,AG LAND,705
CENSUS,2007,ORANGE,AG LAND,"3,743"
CENSUS,2007,ORANGE,AG LAND,"14,173"
CENSUS,2007,ORANGE,AG LAND,531
CENSUS,2007,ORANGE,AG LAND,579
CENSUS,2007,ORANGE,AG LAND, (D)
CENSUS,2007,ORANGE,AG LAND, (D)
CENSUS,2007,PERSON,AG LAND,696
CENSUS,2007,PERSON,AG LAND,"5,193"
CENSUS,2007,PERSON,AG LAND,"23,228"
CENSUS,2007,PERSON,AG LAND,"2,275"
CENSUS,2007,PERSON,AG LAND,167
CENSUS,2007,PERSON,AG LAND,529
CENSUS,2007,ROCKINGHAM,AG LAND,"1,410"
CENSUS,2007,ROCKINGHAM,AG LAND,"7,440"
CENSUS,2007,ROCKINGHAM,AG LAND,"20,681"
CENSUS,2007,ROCKINGHAM,AG LAND,"1,079"
CENSUS,2007,ROCKINGHAM,AG LAND,"1,009"
CENSUS,2007,ROCKINGHAM,AG LAND,381
CENSUS,2007,ROCKINGHAM,AG LAND,20
CENSUS,2007,STOKES,AG LAND,875
CENSUS,2007,STOKES,AG LAND,"7,201"
CENSUS,2007,STOKES,AG LAND,"15,372"
CENSUS,2007,STOKES,AG LAND,564
CENSUS,2007,STOKES,AG LAND,479
CENSUS,2007,STOKES,AG LAND,367
CENSUS,2007,STOKES,AG LAND,29
CENSUS,2007,VANCE,AG LAND,735
CENSUS,2007,VANCE,AG LAND,"1,806"
CENSUS,2007,VANCE,AG LAND,"10,081"
CENSUS,2007,VANCE,AG LAND,851
CENSUS,2007,VANCE,AG LAND, (D)
CENSUS,2007,VANCE,AG LAND, (D)
